id	article	journal	year
20581	Minimum Fuel Consumption Strategy for PEM Fuel Cells.		2009
20582	Cascaded Multilevel Inverter Employing Three-Phase Transformers and Single DC Input.		2009
20583	Implementation of a Three-Phase Capacitor-Clamped Active Power Filter Under Unbalanced Condition.		2006
20584	Neural-Network-Based Parameter Estimations of Induction Motors.		2008
20585	Reactive Power Control Design in Doubly Fed Induction Generators for Wind Turbines.		2009
20586	Safe Navigation of a Mobile Robot Considering Visibility of Environment.		2009
20587	A Hybrid Control Algorithm for Voltage Regulation in DC-DC Boost Converter.		2008
20588	Predictive Control Strategy for DC/AC Converters Based on Direct Power Control.		2007
20589	Optimal Predictive Control of Three-Phase NPC Multilevel Converter for Power Quality Applications.		2008
20590	Networked Predictive Control of Systems With Random Network Delays in Both Forward and Feedback Channels.		2007
20591	Guest Editorial.		2006
20592	Perceptual Control Based on Prediction for Natural Communication of a Partner Robot.		2007
20593	Sliding-Mode Control With Soft Computing: A Survey.		2009
20594	Design and Analysis of Precision Active Disturbance Rejection Control for Noncircular Turning Process.		2009
20595	Full Utilization of the Inverter in Split-Phase Drives by Means of a Dual Three-Phase Space Vector Classification Algorithm.		2009
20596	Network-Friendly Low-Switching-Frequency Multipulse High-Power Three-Level PWM Rectifier.		2009
20597	Effects of Switching Frequency Modulation on the Power Converter's Output Voltage.		2009
20598	A Coupled Electrothermal Model for Planar Transformer Temperature Distribution Computation.		2008
20599	High-Performance Position Control of Induction Motor Using Discrete-Time Sliding-Mode Control.		2008
20600	Rotary ultrasonic motor driven by a disk-shaped ultrasonic actuator.		2006
20601	Behavior of PWM Active Front Ends in the Presence of Parallel Thyristor Converters.		2008
20602	A Digital Predictive Current Control With Improved Sampled Inductor Current for Cascaded Inverters.		2009
20603	A Controller Area Network Bus Transceiver Behavioral Model for Network Design and Simulation.		2009
20604	Modified Pulse-Adjustment Technique to Control DC/DC Converters Driving Variable Constant-Power Loads.		2008
20605	Sensorless double-inverter-fed wound-rotor induction-Machine drive.		2006
20606	"Correction to ""An autocalibrating inductance model for switchedreluctance motor drives""."		2007
20607	A Wireless Power Pickup Based on Directional Tuning Control of Magnetic Amplifier.		2009
20608	Antiwindup Strategy for PI-Type Speed Controller.		2009
20609	State-of-Charge Determination From EMF Voltage Estimation: Using Impedance, Terminal Voltage, and Current for Lead-Acid and Lithium-Ion Batteries.		2007
20610	Robust MOSFET Driver for RF, Class-D Inverters.		2008
20611	A DSP-Based Impulsive Noise Generator for Test Applications.		2007
20612	Simple passive lossless snubber for high-power multilevel inverters.		2006
20613	A Fastening Tool Tracking System Using an IMU and a Position Sensor With Kalman Filters and a Fuzzy Expert System.		2009
20614	Predictive Control Algorithm Technique for Multilevel Asymmetric Cascaded H-Bridge Inverters.		2008
20615	Design and Implementation of an Educational Testbed for Experiencing With Industrial Communication Networks.		2007
20616	A Proof of Concept Study of Predictive Current Control for VSI-Driven Asymmetrical Dual Three-Phase AC Machines.		2009
20617	Power Smoothing Using a Flywheel Driven by a Switched Reluctance Machine.		2006
20618	An RMRAC Current Regulator for Permanent-Magnet Synchronous Motor Based on Statistical Model Interpretation.		2009
20619	Control Algorithms for a Fault-Tolerant PMSM Drive.		2007
20620			2008
20621	A Wide-Range Velocity Measurement Method for Motion Control.		2009
20622	Cost-Effective Boost Converter With Reverse-Recovery Reduction and Power Factor Correction.		2008
20623	A Dual Seven-Level Inverter Supply for an Open-End Winding Induction Motor Drive.		2009
20624	Comparison of Prediction Techniques to Compensate Time Delays Caused by Digital Control of a Three-Phase Buck-Type PWM Rectifier System.		2008
20625	Position Estimation of a Matrix-Converter-Fed AC PM Machine From Zero to High Speed Using PWM Excitation.		2009
20626	Biosensor Systems in Standard CMOS Processes: Fact or Fiction?		2009
20627	Control of a Single-Phase Cascaded H-Bridge Multilevel Inverter for Grid-Connected Photovoltaic Systems.		2009
20628	Delta-Modulation Coding Redesign for Feedback-Controlled Systems.		2009
20629	Integrated Class-D Amplifier With Active Current Sensing Suitable for Alternating Current Switches.		2008
20630	Optimal Control Design for Robust Fuzzy Friction Compensation in a Robot Joint.		2009
20631	Modeling and Control of PV Charger System With SEPIC Converter.		2009
20632	Minimization of Torque Ripple in PWM AC Drives.		2009
20633	Differential Diagnosis Based on Multivariable Monitoring to Assess Induction Machine Rotor Conditions.		2008
20634	Induction Machine Broken Bar and Stator Short-Circuit Fault Diagnostics Based on Three-Phase Stator Current Envelopes.		2008
20635	otPhi -Coordinate-Based Power-Assist Control of Electric Wheelchair for a Caregiver.		2008
20636	Predictive Current Control Using Identification of Current Ripple.		2008
20637	Power Converter EMI Analysis Including IGBT Nonlinear Switching Transient Model.		2006
20638	Grid-Connected Photovoltaic Multistring PCS With PV Current Variation Reduction Control.		2009
20639	Interleaving Quasi-Sliding-Mode Control of Parallel-Connected Buck-Based Inverters.		2008
20640	A Study on Straight-Line Tracking and Posture Control in Electric Bicycle.		2009
20641	Experimental Evaluation of Braided EKF for Sensorless Control of Induction Motors.		2008
20642	Position sensorless starting of super high-speed PM Generator for micro gas turbine.		2006
20643	An Electronic Control Unit for Reducing Contact Bounce in Electromagnetic Contactors.		2008
20644	A Bipedal Locomotion Planning Based on Virtual Linear Inverted Pendulum Mode.		2009
20645	Open-Transistor Fault Diagnostics in Voltage-Source Inverters by Analyzing the Load Currents.		2009
20646	Novel Current Error Space Phasor Based Hysteresis Controller Using Parabolic Bands for Control of Switching Frequency Variations.		2007
20647	Comparative Analysis and Experiments of Resonant Tanks for Magnetically Controlled Electronic Ballasts.		2008
20648	A Maximum Power Point Tracking System With Parallel Connection for PV Stand-Alone Applications.		2008
20649	Comparison of the FPGA Implementation of Two Multilevel Space Vector PWM Algorithms.		2008
20650			2009
20651	Design of LCL-T Resonant Converter Including the Effect of Transformer Winding Capacitance.		2009
20652	Tracking Control System Using an Incident Radiation Angle Microsensor.		2007
20653	A Novel Three-Phase Hybrid Active Power Filter With a Series Resonance Circuit Tuned at the Fundamental Frequency.		2009
20654	Stability Analysis and Experimental Validation of a Motion-Copying System.		2009
20655	Use of Sliding-Mode Modulation in Switch-Mode Power Amplification.		2008
20656	Direct Torque Control of Induction Motors Utilizing Three-Level Voltage Source Inverters.		2008
20657	A New PWM Technique Frequency Regulated Carrier for Induction Motors Supply.		2006
20658	Compensation of Dead-Time Effects Based on Adaptive Harmonic Filtering in the Vector-Controlled AC Motor Drives.		2007
20659	Load Disturbance Resistance Speed Controller Design for PMSM.		2006
20660	Comparison of 3-Phase Wide Output Voltage Range PWM Rectifiers.		2007
20661	A Push-Pull Class-E Inverter With Improved Efficiency.		2008
20662	Prognostic and Warning System for Power-Electronic Modules in Electric, Hybrid Electric, and Fuel-Cell Vehicles.		2008
20663	A Multiobjective Genetic Algorithm for Optimizing the Performance of Hard Disk Drive Motion Control System.		2007
20664	Voltage Multiple-Zero-Crossings at Buses Feeding Large Triac-Controlled Loads.		2007
20665	Sputter Tracking for the Automatic Monitoring of Industrial Laser-Welding Processes.		2008
20666	Wavelet Transform as an Alternative to the Short-Time Fourier Transform for the Study of Conducted Noise in Power Electronics.		2008
20667	A Low-Cost Real-Time Hardware-in-the-Loop Testing Approach of Power Electronics Controls.		2007
20668	Sliding Mode Observer Based Sliding Mode Controller for Slosh-Free Motion Through PID Scheme.		2009
20669	Control Strategies Based on Symmetrical Components for Grid-Connected Converters Under Voltage Dips.		2009
20670	Enhanced Servo-Control Performance of Dual-Mass Systems.		2007
20671	Sliding-Mode Output-Feedback Control Based on LMIs for Plants With Mismatched Uncertainties.		2009
20672	A Methodology for Optimizing Stand-Alone PV-System Size Using Parallel-Connected DC/DC Converters.		2008
20673	Dual-Modulator Compensation Technique for Parallel Inverters Using Space-Vector Modulation.		2009
20674	Design Strategy to Optimize the Reliability of Grid-Connected PV Systems.		2009
20675	Tripodal Schematic Control Architecture for Integration of Multi-Functional Indoor Service Robots.		2006
20676	Adaptive Compensation for Reaction Force With Frequency Variation in Shaking Table Systems.		2009
20677	Performance-Improved Design of N-PID Controlled Motion Systems With Applications to Wafer Stages.		2009
20678	An Application of the Second-Order Passive Lead-Lag Loop Filter for Analog PLLs to the Third-Order Charge-Pump PLLs.		2008
20679	Implementation of Resonant Controllers and Filters in Fixed-Point Arithmetic.		2009
20680	Magnetic-field transducer based on closed-loop operation of magnetic sensors.		2006
20681	Fault Detection in Induction Machines Using Power Spectral Density in Wavelet Decomposition.		2008
20682	Comparing Si and SiC diode performance in commercial AC-to-DC rectifiers with power-factor correction.		2006
20683	A Hybrid-Type Variable-Structure Instantaneous Torque Control With a Robust Adaptive Torque Observer for a High-Performance Direct-Drive PMSM.		2007
20684	Optimal Frequency Band Design Scheme of Dyadic Wavelet Processor Array Using Surface Acoustic Wave Devices.		2009
20685	Space Vector Modulation for Multiphase Inverters Based on a Space Partitioning Algorithm.		2009
20686	A Novel Technique to Compensate Voltage Sags in Multiline Distribution System - The Interline Dynamic Voltage Restorer.		2006
20687	Sensorless DTC-SVM for Induction Motor Driven by a Matrix Converter Using a Parameter Estimation Strategy.		2008
20688	A Speech-and-Speaker Identification System: Feature Extraction, Description, and Classification of Speech-Signal Image.		2007
20689	Analysis and Software Implementation of a Robust Synchronizing PLL Circuit Based on the pq Theory.		2006
20690	Electromagnetic Actuator Control: A Linear Parameter-Varying (LPV) Approach.		2007
20691	Boost Converter Controller Design Using Queen-Bee-Assisted GA.		2009
20692	High-Order Sliding-Mode Control of Variable-Speed Wind Turbines.		2009
20693	Asymmetric Resonant Poles Sustainer for Plasma Display Panel.		2007
20694	A Comprehensive Analysis of Hybrid Phase-Modulated Converter With Current-Doubler Rectifier and Comparison With Its Center-Tapped Counterpart.		2006
20695	Control and Resonance Damping of Voltage-Source and Current-Source Converters With LC Filters.		2009
20696	Modeling and Digital Control of a Phase-Controlled Series-Parallel Resonant Converter.		2007
20697	Renewable Energy Systems With Photovoltaic Power Generators: Operation and Modeling.		2008
20698	Robust Composite Nonlinear Feedback Control With Application to a Servo Positioning System.		2007
20699	Unified SPICE compatible model for large and small-signal envelope simulation of linear circuits excited by modulated signals.		2006
20700	An On-Line UPS System With Power Factor Correction and Electric Isolation Using BIFRED Converter.		2008
20701	Sensorless Control of Induction Motor Drives Equipped With Inverter Output Filter.		2006
20702	Torsional Vibration Effects on Induction Machine Current and Torque Signatures in Gearbox-Based Electromechanical System.		2009
20703	Induction Motor Drives Equipped With Diode Rectifier and Small DC-Link Capacitance.		2008
20704	Double-Input PWM DC/DC Converter for High-/Low-Voltage Sources.		2006
20705	Instantaneous Reactive Power Theory Applied to Active Power Filter Compensation: Different Approaches, Assessment, and Experimental Results.		2008
20706	Robust Trajectory Tracking for an Electrohydraulic Actuator.		2009
20707	Adaptive grey control for hybrid resonant driving linear piezoelectric ceramic motor.		2006
20708	New family of zero-current-switching PWM converters using a new zero-current-switching PWM auxiliary circuit.		2006
